ID,Species,Lat,Lon,Elev,Aa_40,Aa_3,Am_40,Am_3,Na_40,Na_3,Nm_40,Nm_3,LMA_40,LMA_3,Biome,LifeForm,EvgDecid,C3C4,Reference
367,Xanthium canadense,38.2166666666667,140.833333333333,34,10.6571661161752,1.18187335522767,-9999,-9999,0.617166610042575,0.281748664670599,-9999,-9999,-9999,-9999,Boreal,Herb,,C3,{Anten 2001 #41502}
368,Xanthium canadense,38.2166666666667,140.833333333333,34,12.6142579419875,-10.6103040978711,-9999,-9999,1.20520273664666,0.184131758532903,-9999,-9999,-9999,-9999,Boreal,Herb,,C3,{Anten 2001 #41502}
369,Xanthium canadense,38.2166666666667,140.833333333333,34,10.5938127565859,-28.2347466169176,-9999,-9999,1.27170316633308,0.141963655590574,-9999,-9999,-9999,-9999,Boreal,Herb,,C3,{Anten 2001 #41502}
370,Xanthium canadense,38.2166666666667,140.833333333333,34,15.3716370204438,-27.0772664307005,-9999,-9999,1.29613741659458,0.208775918545455,-9999,-9999,-9999,-9999,Boreal,Herb,,C3,{Anten 2001 #41502}
371,Medicago sativa,37.2,-80.5333333333333,540,34.1189096822038,-12.3723478552857,692.824273562851,-240.703263413174,-9999,-9999,-9999,-9999,-9999,-9999,Temperate,Herb,,C3,{Pearce 1968 #6703}
372,Medicago sativa,37.2,-80.5333333333333,540,38.2644420557364,-1.17675035573255,737.459621811459,-76.2825116525778,-9999,-9999,-9999,-9999,44.8797574490983,24.9258038845554,Temperate,Herb,,C3,{Pearce 1968 #6703}
373,Gossypium hirsutum,-30.31,149.77,211,-9999,-9999,-9999,-9999,2.59986178976579,0.95949974395965,-9999,-9999,-9999,-9999,Tropics,Herb,,C3,{Milroy 2001 #40364}
377,Abies alba,45.96,11.28,1300,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,296.988153838895,139.978651319783,Temperate,Tree,Evergreen,C3,{Cescatti 2003 #41727}
378,Abies alba,45.96,11.28,1300,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,175.018504288468,138.495704684681,Temperate,Tree,Evergreen,C3,{Cescatti 2003 #41727}
379,Pinus strobus,45.25,-78.5666666666667,416,-9999,-9999,-9999,-9999,1.73168081864956,1.18571967997391,1.50218813754612,1.80108381362827,106.29271422524,65.0831804394392,Temperate,Tree,Evergreen,C3,{Leal 2003 #43637}
380,Pinus strobus,45.25,-78.5666666666667,416,-9999,-9999,-9999,-9999,1.73570356611096,0.903543499198619,1.50128963262308,1.72414617808873,132.840167411296,55.8309383526933,Temperate,Tree,Evergreen,C3,{Leal 2003 #43637}
381,Pinus strobus,45.25,-78.5666666666667,416,-9999,-9999,-9999,-9999,1.60189479353361,1.28020304681664,1.72028249941069,1.7202824688367,98.9302467636653,72.3660493167991,Temperate,Tree,Evergreen,C3,{Leal 2003 #43637}
382,Lysimachia clethroides,38.7333333333333,140.25,67,16.8758041109889,-0.10389779100157,-9999,-9999,1.48903923631218,0.303589524294843,-9999,-9999,-9999,-9999,Temperate,Herb,,C3,{Anten 1999 #38194; Anten 2003 #44791}
383,Miscanthus sinensis,38.7333333333333,140.25,67,20.9517807808689,-27.5200114604371,-9999,-9999,1.01305549517522,0.626630444349698,-9999,-9999,-9999,-9999,Temperate,Grass,,C4,{Anten 1999 #38194; Anten 2003 #44791}
384,Lespedeza bicolor,38.7333333333333,140.25,67,17.6020511375504,-8.29297960913662,-9999,-9999,1.12811724215746,0.427377424946533,-9999,-9999,-9999,-9999,Temperate,Herb,,C3,{Anten 1999 #38194; Anten 2003 #44791}
385,Polygonum sachalinense,43.32,141.88,50,18.9272277671898,2.49474396619744,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Temperate,Herb,,C3,{Kikuzawa 2003 #45548}
386,Alnus sieboldiana,34.9666666666667,135.95,153,14.7323678088188,2.31620730532566,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Temperate,Tree,Deciduous,C3,{Kikuzawa 2003 #45548}
387,Polygonatum odoratum var. maximowiczii,43.32,141.88,50,3.99563276785824,11.9839579312383,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Temperate,Herb/monocot,,C3,{Kikuzawa 2003 #45548}
388,Nicotiana tabacum,52.0833333333333,5.17916666666667,5,62.6011329830611,-2.88455155002585,-9999,-9999,-9999,-9999,-9999,-9999,64.5448438125823,23.6047249465527,Tropics,Herb,,C3,{Boonman 2007 #44793; Boonman 2006 #44807}; {Boonman 2009 #46784}
389,Nicotiana tabacum,52.0833333333333,5.17916666666667,5,22.0658516962675,7.38368095660959,-9999,-9999,-9999,-9999,-9999,-9999,34.126072150686,17.7800973721946,Tropics,Herb,,C3,{Boonman 2007 #44793; Boonman 2006 #44807}; {Boonman 2009 #46784}
390,Nicotiana tabacum,52.0833333333333,5.17916666666667,5,7.22142496086797,3.15303629654805,190.6130006559,121.641196392691,0.525309807374805,0.280131798584432,1.52322085038609,1.14232020589954,37.8436386292447,24.9472795914154,Tropics,Herb,,C3,{Boonman 2006 #46608}
391,Nicotiana tabacum,52.0833333333333,5.17916666666667,5,7.41592067391527,2.54878231690674,147.758173635651,93.3250928103169,0.501649626509036,0.342950745960175,1.19522847463199,1.20052263394077,38.4321508779589,31.3674925042883,Tropics,Herb,,C3,{Boonman 2006 #46608}
392,Populus alba,42.3666666666667,11.8,150,33.1003670559606,4.52834506787955,384.169659951966,98.0063895641627,5.1797208565252,0.87440390293041,3.86398641035647,1.79125066780999,105.912236658075,38.001487941168,Temperate,Tree,Deciduous,C3,{Liberloo 2007 #46069} Tulva unpublished
393,Populus alba,42.3666666666667,11.8,150,25.1192105759619,5.68338623573447,290.125605182207,111.492345367211,2.80545522653184,1.06149861259796,3.33699829903088,2.61449923439897,86.6338218960302,39.9439938161083,Temperate,Tree,Deciduous,C3,{Liberloo 2007 #46069} Tulva unpublished
394,Populus nigra,42.3666666666667,11.8,150,28.2067762342292,3.88467312286787,312.295399009626,79.564892461767,4.24852167355936,0.650650777170414,4.53161918829777,1.477306077495,99.0609299549688,51.2181376938156,Temperate,Tree,Deciduous,C3,{Liberloo 2007 #46069} Tulva unpublished
395,Populus nigra,42.3666666666667,11.8,150,15.3069487899639,5.33509880838235,303.45655944134,162.967767443816,2.25197638859858,0.835331209697592,2.96580688375828,1.91716155067091,80.6905400735001,42.2976508679817,Temperate,Tree,Deciduous,C3,{Liberloo 2007 #46069} Tulva unpublished
396,Populus x euramericana,42.3666666666667,11.8,150,18.8445371417013,4.57296282818533,208.392772644439,163.902697171314,3.81575996571382,0.64521204446761,3.38636314603213,2.05131836195175,110.488958530881,30.4564748256903,Temperate,Tree,Deciduous,C3,{Liberloo 2007 #46069} Tulva unpublished
397,Populus x euramericana,42.3666666666667,11.8,150,17.9269861094598,5.63854188184943,171.154220494556,220.757854442803,3.41889500976246,0.942201122751893,3.18888888843759,3.18888888843759,107.068173227049,30.1451782664554,Temperate,Tree,Deciduous,C3,{Liberloo 2007 #46069} Tulva unpublished
398,Populus alba,42.3666666666667,11.8,150,32.1624334399591,8.51813888857197,-9999,-9999,3.5062234395168,0.922249156069454,3.35052779118338,1.74757683445332,-9999,-9999,Temperate,Tree,Deciduous,C3,{Liberloo 2007 #46069} Tulva unpublished
399,Populus alba,42.3666666666667,11.8,150,31.9314622984261,10.513732427635,-9999,-9999,3.63788383791534,0.78077138236131,3.32718836679185,1.89721105779317,106.534863990724,37.075040473104,Temperate,Tree,Deciduous,C3,{Liberloo 2007 #46069} Tulva unpublished
400,Populus nigra,42.3666666666667,11.8,150,29.3775445586145,4.84513800881224,-9999,-9999,3.91734484446365,1.07421951550437,3.50538149373182,1.57986285152876,99.1696158370517,52.7640172717301,Temperate,Tree,Deciduous,C3,{Liberloo 2007 #46069} Tulva unpublished
401,Populus nigra,42.3666666666667,11.8,150,26.7085122698295,6.51540313363057,-9999,-9999,3.45583136302462,1.09917271293701,3.41718851750822,1.94162244459088,101.513418223993,38.921203971797,Temperate,Tree,Deciduous,C3,{Liberloo 2007 #46069} Tulva unpublished
402,Populus x euramericana,42.3666666666667,11.8,150,31.5416073705972,5.12056884709212,-9999,-9999,4.12231675435403,0.69544077564276,4.61584409243462,1.29682891944095,97.6230533420354,68.1101662708388,Temperate,Tree,Deciduous,C3,{Liberloo 2007 #46069} Tulva unpublished
403,Populus x euramericana,42.3666666666667,11.8,150,29.7159365079597,10.1325697654966,-9999,-9999,4.16274356135436,0.63875542766866,3.84730214539626,1.85386461461478,97.9967872567028,33.2964495572155,Temperate,Tree,Deciduous,C3,{Liberloo 2007 #46069} Tulva unpublished
404,Populus alba,42.3666666666667,11.8,150,-9999,-9999,-9999,-9999,2.82479982332422,2.08487813650781,3.04012492552179,2.89582946472441,109.090182967651,73.1151336973986,Temperate,Tree,Deciduous,C3,{Gielen 2003 #46606}
405,Populus alba,42.3666666666667,11.8,150,-9999,-9999,-9999,-9999,2.60916815203967,2.01694110107811,3.00720635711205,2.19153874967904,94.6236982937504,89.4754939385976,Temperate,Tree,Deciduous,C3,{Gielen 2003 #46606}
406,Populus nigra,42.3666666666667,11.8,150,-9999,-9999,-9999,-9999,3.01876238737773,1.45113055749703,3.79100312730042,2.20261294820151,80.8331931079333,68.1884384867643,Temperate,Tree,Deciduous,C3,{Gielen 2003 #46606}
407,Populus nigra,42.3666666666667,11.8,150,-9999,-9999,-9999,-9999,2.57812682590226,1.43350283428368,3.35601444910187,2.10876383788115,92.5483586620539,72.5536063848197,Temperate,Tree,Deciduous,C3,{Gielen 2003 #46606}
408,Populus x euramericana,42.3666666666667,11.8,150,-9999,-9999,-9999,-9999,2.79107732985754,0.958772798847719,3.89464846350558,1.64808406957631,79.3901963560693,53.6472647790061,Temperate,Tree,Deciduous,C3,{Gielen 2003 #46606}
409,Populus x euramericana,42.3666666666667,11.8,150,-9999,-9999,-9999,-9999,2.88151416333608,0.779732206427107,3.59978135551785,1.4449976602253,95.999719424481,52.4796854664876,Temperate,Tree,Deciduous,C3,{Gielen 2003 #46606}
410,Populus trichocarpa x P. deltoides,51.17,3.875,5,25.7593994417079,8.74760896650557,232.440792773358,116.904480586982,-9999,-9999,-9999,-9999,115.733426371623,64.0759710884319,Temperate,Tree,Deciduous,C3,{van Elsacker 1984 #9716}
411,Spondias purpurea,20.8413888888889,-103.328333333333,819,26.0769978309996,13.1417904094753,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Tropics,Tree,drought-deciduous,C3,{Pimenta-Barrios 2003 #46616}
412,Mangifera indica,28.6327777777778,77.1758333333333,225,8.1082760725611,4.16277338890535,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Tropics,Tree,Evergreen,C3,{Sharma 2006 #46621}
413,Corylus avellana,54.0972222222222,10.2433333333333,43,18.9194698201229,2.58959528541034,160.527090909364,71.0882248533458,-9999,-9999,-9999,-9999,82.9967727966468,34.0124859035439,Temperate,Shrub,Deciduous,C3,{von Stamm 1992 #12858}
414,Triticum aestivum,45.7833333333333,3.16666666666667,329,-9999,-9999,-9999,-9999,3.71133840859536,1.01589204904067,-9999,-9999,-9999,-9999,Mediterranean,Grass,,C3,{Bertheloot 2008 #46609}
415,Triticum aestivum,45.7833333333333,3.16666666666667,329,-9999,-9999,-9999,-9999,3.11176012022486,0.852931952245258,-9999,-9999,-9999,-9999,Mediterranean,Grass,,C3,{Bertheloot 2008 #46609}
416,Triticum aestivum,45.7833333333333,3.16666666666667,329,-9999,-9999,-9999,-9999,3.03033837634275,0.778983887598413,-9999,-9999,-9999,-9999,Mediterranean,Grass,,C3,{Bertheloot 2008 #46609}
417,Triticum aestivum,45.7833333333333,3.16666666666667,329,-9999,-9999,-9999,-9999,2.6460937100564,0.763102136219286,-9999,-9999,-9999,-9999,Mediterranean,Grass,,C3,{Bertheloot 2008 #46609}
418,Triticum aestivum,45.7833333333333,3.16666666666667,329,-9999,-9999,-9999,-9999,1.87050514528441,0.975514555958152,-9999,-9999,-9999,-9999,Mediterranean,Grass,,C3,{Bertheloot 2008 #46609}
419,Triticum aestivum,45.7833333333333,3.16666666666667,329,-9999,-9999,-9999,-9999,1.2247299666944,0.77200197738197,-9999,-9999,-9999,-9999,Mediterranean,Grass,,C3,{Bertheloot 2008 #46609}
420,Triticum aestivum,45.7833333333333,3.16666666666667,329,-9999,-9999,-9999,-9999,3.68145062838591,1.34165070682667,-9999,-9999,-9999,-9999,Mediterranean,Grass,,C3,{Bertheloot 2008 #46609}
421,Triticum aestivum,45.7833333333333,3.16666666666667,329,-9999,-9999,-9999,-9999,3.78421857468037,0.996327468680425,-9999,-9999,-9999,-9999,Mediterranean,Grass,,C3,{Bertheloot 2008 #46609}
422,Triticum aestivum,45.7833333333333,3.16666666666667,329,-9999,-9999,-9999,-9999,3.12821476417718,1.21902480031039,-9999,-9999,-9999,-9999,Mediterranean,Grass,,C3,{Bertheloot 2008 #46609}
423,Triticum aestivum,45.7833333333333,3.16666666666667,329,-9999,-9999,-9999,-9999,3.45899410626279,1.18412000844955,-9999,-9999,-9999,-9999,Mediterranean,Grass,,C3,{Bertheloot 2008 #46609}
424,Triticum aestivum,45.7833333333333,3.16666666666667,329,-9999,-9999,-9999,-9999,2.11848069084188,1.30717157572574,-9999,-9999,-9999,-9999,Mediterranean,Grass,,C3,{Bertheloot 2008 #46609}
425,Triticum aestivum,45.7833333333333,3.16666666666667,329,-9999,-9999,-9999,-9999,2.39567467293376,1.06082076464716,-9999,-9999,-9999,-9999,Mediterranean,Grass,,C3,{Bertheloot 2008 #46609}
426,Betula pendula,57.6333333333333,39.3333333333333,141,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,70.1778844804254,30.2057555315386,Temperate,Tree,Deciduous,C3,{Vomperskii 1986 #24281}
427,Betula pendula,57.6333333333333,39.3333333333333,141,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,66.1427024511676,48.3031084685431,Temperate,Tree,Deciduous,C3,{Vomperskii 1986 #24281}
428,Prunus domestica,39.74,-122.2,77,-9999,-9999,-9999,-9999,3.40889415427358,1.27261700268511,2.57815094089637,2.57814899938283,136.936701156272,47.4454930077499,Temperate,Tree,Deciduous,C3,{Weinbaum 1989 #30519}
429,Mangifera indica,25.51,-80.5,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Tropics,Tree,Evergreen,C3,{Schaffer 1989 #46620}
430,Mangifera indica,25.51,-80.5,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Tropics,Tree,Evergreen,C3,{Schaffer 1989 #46620}
431,Malus domestica,37.125,-80.4666666666667,718,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,106.367777975717,50.816229266661,Temperate,Tree,Deciduous,C3,{Porpiglia 1981 #33119}
432,Malus domestica,37.125,-80.4666666666667,718,15.1132558085533,3.08674191074998,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Temperate,Tree,Deciduous,C3,{Porpiglia 1981 #33119}
433,Malus domestica,37.125,-80.4666666666667,718,12.6695427470982,5.76239647772239,135.15854284387,135.15854284387,-9999,-9999,-9999,-9999,113.47834087131,50.6678472289459,Temperate,Tree,Deciduous,C3,{Porpiglia 1980 #46617}
434,Luehea seemannii,9.06666666666667,-79.3833333333333,100,18.7870846374623,12.6311322265194,158.693721308701,158.693721308701,2.64695572365551,1.51082650379026,1.94419371008331,1.94406275277756,127.222982675015,78.2866605893776,Tropics,Tree,Evergreen,C3,{Posada 2009 #46611}
435,Castilla elastica,9.06666666666667,-79.3833333333333,100,18.0723569422626,9.28173019279235,168.578305002364,143.643201333589,2.51399599972786,1.42801613891287,2.1934819940972,2.21658481440312,110.247329343972,66.3667579142798,Tropics,Tree,drought-deciduous,C3,{Posada 2009 #46611}
436,Castilla elastica,9.06666666666667,-79.3833333333333,100,15.5729330885374,6.85381053941824,160.752047811571,142.598852684771,2.14059708246252,1.20367811348307,2.25158749728336,2.57642308428559,93.4726116025151,49.6591864336079,Tropics,Tree,drought-deciduous,C3,{Posada 2009 #46611}
437,Ficus insipida,9.06666666666667,-79.3833333333333,100,44.2705526789283,10.0996153608205,235.220201435316,132.233543605494,3.5735545945518,1.57667748218696,2.57807926748556,2.02573608486022,131.470325958991,77.8522824946913,Tropics,Tree,Evergreen,C3,{Posada 2009 #46611}
438,Ficus insipida,9.06666666666667,-79.3833333333333,100,21.6916835260774,8.64176208597382,140.63375795824,77.9326216689096,4.25390316888642,1.66874678373726,2.54039634517055,1.58873220694537,154.463540361627,101.482946105246,Tropics,Tree,Evergreen,C3,{Posada 2009 #46611}
439,Acer saccharum,43.9833333333333,-71.8166666666667,570,-9999,-9999,-9999,-9999,2.65300994234144,0.519632778099773,2.26274975836926,1.90286921539455,93.3665353877732,25.0570686386475,Temperate,Tree,Deciduous,C3,{Cramer 2000 #46613}
440,Acer pensylvanicum,43.9833333333333,-71.8166666666667,570,-9999,-9999,-9999,-9999,1.62387354665063,0.493224434244313,2.25749894177787,2.25727814138315,68.9880390536717,22.0518085960535,Temperate,Tree,Deciduous,C3,{Cramer 2000 #46613}
441,Betula papyrifera,43.9833333333333,-71.8166666666667,570,-9999,-9999,-9999,-9999,2.3494918540468,0.545534586911533,2.38769471788058,2.38254359661569,97.1566377401109,25.1808876765722,Temperate,Tree,Deciduous,C3,{Cramer 2000 #46613}
442,Betula alleghaniensis,43.9833333333333,-71.8166666666667,570,-9999,-9999,-9999,-9999,2.08142032470616,0.508961112551952,2.66591606173782,2.20367607732974,76.4745824830899,22.6305056842559,Temperate,Tree,Deciduous,C3,{Cramer 2000 #46613}
443,Prunus pennsylvanica,43.9833333333333,-71.8166666666667,570,-9999,-9999,-9999,-9999,1.60339718961274,0.492931204877323,2.21542344368939,1.99683905953835,74.1533681803852,24.1808977180549,Temperate,tree/shrub,Deciduous,C3,{Cramer 2000 #46613}
444,Acer rubrum,43.9833333333333,-71.8166666666667,570,-9999,-9999,-9999,-9999,1.83198628334006,0.497882614375462,1.84828692499303,1.67449175468901,111.823593578536,29.5102256902216,Temperate,Tree,Deciduous,C3,{Cramer 2000 #46613}
445,Fagus grandifolia,43.9833333333333,-71.8166666666667,570,-9999,-9999,-9999,-9999,1.77980301426001,0.377483630014578,2.39521693503032,2.14275062612935,75.7900056980437,20.5450602477542,Temperate,Tree,Deciduous,C3,{Cramer 2000 #46613}
446,Acer saccharum,43.9833333333333,-71.8166666666667,570,-9999,-9999,-9999,-9999,1.81797432035868,0.71240977804933,1.92949643294243,1.74584076271782,91.370344408466,39.3229681799282,Temperate,Tree,Deciduous,C3,{Cramer 2000 #46613}
447,Betula alleghaniensis,43.9833333333333,-71.8166666666667,570,-9999,-9999,-9999,-9999,2.22259961253027,0.801376669160337,2.44688390365011,2.06049440048619,89.5316121894112,38.0403032160142,Temperate,Tree,Deciduous,C3,{Cramer 2000 #46613}
448,Prunus pennsylvanica,43.9833333333333,-71.8166666666667,570,-9999,-9999,-9999,-9999,1.91209511146327,0.955249551367056,2.50893047837534,2.24819756469747,76.3341397192044,42.5844434601453,Temperate,tree/shrub,Deciduous,C3,{Cramer 2000 #46613}
449,Betula papyrifera,43.9833333333333,-71.8166666666667,570,-9999,-9999,-9999,-9999,1.76738493826663,1.28874983355148,2.21182773756706,2.20073604728575,84.8319308122669,58.7731365448038,Temperate,Tree,Deciduous,C3,{Cramer 2000 #46613}
450,Acer rubrum,43.9833333333333,-71.8166666666667,570,-9999,-9999,-9999,-9999,2.11817597321722,0.686717372205521,1.91027379283799,1.59432323976586,117.18885188588,45.5630601336906,Temperate,Tree,Deciduous,C3,{Cramer 2000 #46613}
451,Fagus grandifolia,43.9833333333333,-71.8166666666667,570,-9999,-9999,-9999,-9999,1.96249289085323,0.69355843165671,2.16482393332752,2.11161757723204,92.8541735023718,37.3542994091931,Temperate,Tree,Deciduous,C3,{Cramer 2000 #46613}
452,Acer pensylvanicum,43.9833333333333,-71.8166666666667,570,-9999,-9999,-9999,-9999,2.03503753477068,0.61475642871209,2.19673206609089,2.03208262387715,86.2416575248384,30.0812731369243,Temperate,Tree,Deciduous,C3,{Cramer 2000 #46613}
453,Betula alleghaniensis,43.9833333333333,-71.8166666666667,570,-9999,-9999,-9999,-9999,2.28297736781428,0.785116584617856,2.91400093874335,2.91399993448794,81.2096535750578,27.8542274716085,Temperate,Tree,Deciduous,C3,{Cramer 2000 #46613}
454,Acer rubrum,43.9833333333333,-71.8166666666667,570,-9999,-9999,-9999,-9999,1.62555521102604,0.737475782466473,1.50059927260406,1.25811700976858,111.895786465708,56.507298787097,Temperate,Tree,Deciduous,C3,{Cramer 2000 #46613}
455,Betula papyrifera,43.9833333333333,-71.8166666666667,570,-9999,-9999,-9999,-9999,2.75761019595289,1.33272612867288,3.0326007585025,2.29047010941771,96.0537225412251,61.0706613249607,Temperate,Tree,Deciduous,C3,{Cramer 2000 #46613}
456,Fagus grandifolia,43.9833333333333,-71.8166666666667,570,-9999,-9999,-9999,-9999,2.33926873424164,0.708795351971463,2.58253842330387,2.24435352952412,114.308933203693,31.7742205643856,Temperate,Tree,Deciduous,C3,{Cramer 2000 #46613}
457,Prunus pennsylvanica,43.9833333333333,-71.8166666666667,570,-9999,-9999,-9999,-9999,2.49662292238957,0.938957092626377,3.21874219106301,2.65385602696256,77.914233110245,33.0413920818341,Temperate,tree/shrub,Deciduous,C3,{Cramer 2000 #46613}
458,Acer pensylvanicum,43.9833333333333,-71.8166666666667,570,-9999,-9999,-9999,-9999,1.59467819660451,0.614462286259716,3.16794395145655,2.20335998829089,67.0962278586717,28.9949455991986,Temperate,Tree,Deciduous,C3,{Cramer 2000 #46613}
459,Acer saccharum,43.9833333333333,-71.8166666666667,570,-9999,-9999,-9999,-9999,2.16176932364358,1.34474723689799,1.58171910133488,2.31648361210982,105.37520769129,56.5152772410745,Temperate,Tree,Deciduous,C3,{Cramer 2000 #46613}
460,Prunus pennsylvanica,43.9833333333333,-71.8166666666667,570,-9999,-9999,-9999,-9999,2.40405683480375,1.86710555037218,3.2041262685934,3.20398313801021,75.0004191360236,57.305861712768,Temperate,tree/shrub,Deciduous,C3,{Cramer 2000 #46613}
461,Acer rubrum,43.9833333333333,-71.8166666666667,570,-9999,-9999,-9999,-9999,2.47523853943008,1.54739373503461,2.37824498243012,2.52261210913129,108.852802416266,64.9956706841504,Temperate,Tree,Deciduous,C3,{Cramer 2000 #46613}
462,Betula papyrifera,43.9833333333333,-71.8166666666667,570,-9999,-9999,-9999,-9999,2.64123443915983,1.69307636420687,2.60754075548001,2.18625209531299,102.58992568258,77.2222043092555,Temperate,Tree,Deciduous,C3,{Cramer 2000 #46613}
463,Acer pensylvanicum,43.9833333333333,-71.8166666666667,570,-9999,-9999,-9999,-9999,3.3640527500959,1.25540645438385,3.23169907724808,2.77563683337481,96.5976972509483,45.2937166051854,Temperate,Tree,Deciduous,C3,{Cramer 2000 #46613}
464,Fagus grandifolia,43.9833333333333,-71.8166666666667,570,-9999,-9999,-9999,-9999,2.62005826963042,1.12627488994591,2.62200818483428,2.54115107811838,87.3491787922177,45.627135786719,Temperate,Tree,Deciduous,C3,{Cramer 2000 #46613}
465,Betula alleghaniensis,43.9833333333333,-71.8166666666667,570,-9999,-9999,-9999,-9999,2.20265008387009,1.595932346382,2.499659696902,2.49952356121097,86.6984479437847,64.3378611906699,Temperate,Tree,Deciduous,C3,{Cramer 2000 #46613}
466,Picea glehnii,43.5833333333333,141.383333333333,130,1.86360086919634,2.3776858482556,5.20676767729544,9.5108126736411,-9999,-9999,-9999,-9999,344.130682532713,246.456614157806,Temperate,Tree,Evergreen,C3,{Ishii 2007 #46612}
467,Picea glehnii,43.5833333333333,141.383333333333,130,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,372.370073449557,218.112921651498,Temperate,Tree,Evergreen,C3,{Ishii 2007 #46612}
468,Picea jezoensis,43.5833333333333,141.383333333333,130,2.83668095746594,2.06309812829816,12.8091139159757,13.3998086523932,-9999,-9999,-9999,-9999,222.461943415555,159.405934903848,Temperate,Tree,Evergreen,C3,{Ishii 2007 #46612}
469,Picea jezoensis,43.5833333333333,141.383333333333,130,4.63528142783748,3.27977879305337,21.68871440499,21.3936868379677,-9999,-9999,-9999,-9999,223.999375460972,156.028074500726,Temperate,Tree,Evergreen,C3,{Ishii 2007 #46612}
470,Lysimachia vulgaris,52.0833333333333,5.17916666666667,5,7.86007367800398,6.68017455042069,-9999,-9999,0.823817993711603,0.470879457037249,-9999,-9999,-9999,-9999,Temperate,Herb,,C3,{Pons 2004 #43808}; {Pons 1998 #37351}
471,Lysimachia vulgaris,52.0833333333333,5.17916666666667,5,19.9733809226072,3.51301967946308,-9999,-9999,1.50914663340814,0.13208729706647,-9999,-9999,-9999,-9999,Temperate,Herb,,C3,{Pons 2004 #43808}; {Pons 1998 #37351}
472,Lysimachia vulgaris,52.0833333333333,5.17916666666667,5,11.2346122167135,9.87591799005664,-9999,-9999,0.853486055708398,0.796600417824053,-9999,-9999,-9999,-9999,Temperate,Herb,,C3,{Pons 2004 #43808}; {Pons 1998 #37351}
473,Lysimachia vulgaris,52.0833333333333,5.17916666666667,5,13.3610777358989,9.57406565345862,-9999,-9999,1.39706915076965,0.499033317007139,-9999,-9999,-9999,-9999,Temperate,Herb,,C3,{Pons 2004 #43808}; {Pons 1998 #37351}
474,Abies amabilis,47.32,-121.58,1130,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Temperate,Tree,Evergreen,C3,{Brooks 1991 #5418}
476,Abies amabilis,47.3333333333333,-121.583333333333,1200,-9999,-9999,-9999,-9999,2.97182857459738,0.984714758573637,1.04886211558164,0.708008239828,269.453507775153,140.311377689468,Temperate,Tree,Evergreen,C3,{Stenberg 1998 #23686}
477,Abies amabilis,47.3333333333333,-121.583333333333,1200,-9999,-9999,-9999,-9999,1.66515515158469,1.38574212753204,1.08888856914461,1.0888947932125,206.712114682454,116.72826193615,Temperate,Tree,Evergreen,C3,{Stenberg 1998 #23686}
478,Ulmus americana,45.2,-75.6166666666667,100,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Temperate,Tree,Deciduous,C3,{Berry 1997 #16238}
479,Ulmus americana,45.2,-75.6166666666667,100,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Temperate,Tree,Deciduous,C3,{Berry 1997 #16238}
480,Ulmus americana,45.2,-75.6166666666667,100,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Temperate,Tree,Deciduous,C3,{Berry 1997 #16238}
481,Ulmus americana,45.2,-75.6166666666667,100,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Temperate,Tree,Deciduous,C3,{Berry 1997 #16238}
482,Pinus resinosa,45.2,-75.6166666666667,100,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Temperate,Tree,Evergreen,C3,{Berry 1997 #16238}
483,Pinus resinosa,45.2,-75.6166666666667,100,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Temperate,Tree,Evergreen,C3,{Berry 1997 #16238}
484,Pinus resinosa,45.2,-75.6166666666667,100,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Temperate,Tree,Evergreen,C3,{Berry 1997 #16238}
485,Pinus resinosa,45.2,-75.6166666666667,100,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Temperate,Tree,Evergreen,C3,{Berry 1997 #16238}
486,Populus tremula,58.4666666666667,26.6333333333333,35,-9999,-9999,-9999,-9999,1.80625364184548,1.12416951234489,1.88249195405505,1.74218339738298,94.4177901747465,63.1004233527704,Temperate,Tree,Deciduous,C3,{Mandre 1998 #21802}; {Niinemets 2005 #42729}
